title,salary,city,job,publish_date,requirements,responsibilities,schedule,experience,employment,url
Дизайнер,от 250 000 до 400 000 ₸ за месяц,Талгар,ТОО Print Media (Принт Медиа),,"Дизайнер-препрессер (в типографию) Заработная плата: от 250 000 ₸ на руки (с перспективой роста) Опыт работы: рассмотрим кандидатов с базовыми знаниями, готовых обучаться График: 5/2 О нас: Print Media — это стабильный полиграфический комплекс с 8-летней историей. Мы занимаемся производством брендированной упаковки, этикеток (в том числе самоклеящихся на полипропилене) и рекламной полиграфии. Наш отдел растет, и мы ищем ответственного человека, который хочет стать профи в мире печати. Что нужно будет делать: Допечатная подготовка: Подготовка макетов к производству (офсетная и флексопечать).  Работа с дизайном: Создание новых макетов с нуля и правка существующих по запросу заказчика. Контроль качества: Взаимодействие с печатным цехом (проверка цветопроб, сверка спецификаций). Техническое сопровождение: Проверка макетов на соответствие техническим требованиям. Мы ждем от вас: Уверенное владение CorelDraw (это ваш основной рабочий инструмент). Базовые навыки работы в Adobe Photoshop и Illustrator. Понимание (хотя бы начальное), что такое вылеты, цветовая модель CMYK и чем флексопечать отличается от офсета. Личные качества: дисциплина, внимательность к деталям (чтобы не пропустить ошибку в тексте перед печатью тиража) и желание быстро учиться. Почему стоит идти к нам: Стабильность и рост: Зарплата от 250 000 ₸ с прозрачной системой повышения по мере роста ваших навыков. Бесплатные обеды: Мы заботимся о команде, поэтому горячие обеды за счет компании. Атмосфера: Молодой и дружный коллектив, где ценят инициативу, а не «сидение от звонка до звонка». Карьера: Вы пройдете путь от новичка до эксперта в препрессе, который знает о печати всё. Условия: График работы: 5/2. Адрес: г. Талгар, ул. Ногайбаева 77/7 Готовы начать карьеру в полиграфии? Откликайтесь! Мы ищем именно вас.",,,1–3 года,,https://almaty.hh.kz/vacancy/132785615
2D/3D Художник-иллюстратор,,Алматы,ТОО Каз Нью Электроникс,,"Основная задача: Создание качественного визуального контента и графики с использованием классического графического пакета. Мы ищем специалиста с сильной художественной школой, способного реализовывать проекты «с нуля» до финализации. 🛠 Программный стек (Hard Skills) * *CorelDRAW:* Экспертное владение вектором. Создание сложных технических макетов, подготовка файлов под плоттерную резку/печать, работа с кривыми и многостраничными документами. * *Adobe Photoshop:* Профессиональная растровая графика, продвинутый коллажирование, цифровая живопись, работа с текстурами и пост-обработка 3D-рендеров. * *Adobe After Effects:* Создание анимационных роликов, работа с шейповой графикой, кеинг, трекинг и финальный композитинг. 🤖 Работа с ИИ (Вспомогательный стек) * Использование генеративных моделей (Stable Diffusion, Midjourney или *Nanobanana Pro) исключительно как инструмента для **быстрого прототипирования*, генерации референсов или расширения фонов (Outpainting). * Навык автоматизации рутинных задач (удаление фона, апскейлинг, генерация вариативных текстур) для ускорения основного пайплайна. --- 📋 Обязанности 1. Разработка иллюстраций и графических ассетов в векторе (Corel) и растре (Photoshop). 2. Создание моушн-дизайна и адаптация статичной графики под видеоформаты (After Effects). 3. Полный цикл допечатной подготовки и контроля качества финальных изображений. 4. Самостоятельный поиск визуальных решений и отрисовка уникальных элементов без избыточной опоры на генеративные инструменты. 🎯 Требования * Уверенное знание академического рисунка, анатомии, перспективы и теории цвета. * Опыт работы в CorelDRAW как с основным инструментом векторной графики. * Умение работать со сложными структурами проектов в After Effects (прекомпозиции, выражения). * Портфолио, подтверждающее навыки ручной отрисовки и владения указанным ПО. --- Условия: Работа над сложными и интересными проектами, где ценится авторский стиль, а не «промпт-инжиниринг».",,,3–6 лет,,https://almaty.hh.kz/vacancy/131916798
UI-UX Designer MES PDM (Middle+ / Senior),,Алматы,"ТОО Small, ТМ (Скиф Трейд, ТОО)",,"Мы — SMALL, крупнейшая розничная сеть Казахстана. Мы запускаем масштабный проект автоматизации производства фабрики-кухни — MES + PDM. «Фабрика Кухня». Фабрика-кухня — это производство готовой продукции для сети кофейен, ресторанов и магазинов. Нам нужно построить MES (систему исполнения производства) и PDM (управление технологическими картами) с нуля. Вы — дизайнер в команде разработки MES+PDM. Ваша задача — спроектировать несколько рабочих мест для принципиально разных пользователей производства. Что будете делать: Рабочие места (АРМы) Проектирование нескольких АРМов для принципиально разных пользователей и условий работы: от сложных десктопных инструментов (технолог, плановик) до touch-интерфейсов на планшете в цеху (повар, фасовщик). Плюс дашборды руководителя с метриками производства в реальном времени. Дизайн-система и процессы Построение компонентной библиотеки поверх корпоративного UI Kit (React-компоненты) Интерактивные прототипы в Figma для валидации с реальными пользователями (технологи, плановики, повара) UX-исследования: интервью в цеху, наблюдение за работой, формулирование и проверка гипотез Handoff с Frontend-командой: спецификации, edge cases, поведение компонентов Наш идеальный кандидат: Опыт и экспертиза 5+ лет опыта в продуктовых командах — полный цикл: исследования → прототипы → запуск → итерации по результатам Сильная экспертиза в проектировании десктопных B2B-систем с большим количеством данных: таблицы, сложные формы, фильтрация, дашборды Опыт проектирования touch-интерфейсов для планшетов и промышленных устройств (или мобильного/таблет UX с пониманием специфики) Портфолио с релевантными кейсами: виден процесс, мышление и влияние на пользовательский опыт Инструменты и навыки Уверенное владение Figma — auto-layout, variables, компонентные библиотеки, интерактивные прототипы Опыт работы с дизайн-системами: создание, поддержка, документация поверх готового UI Kit Развитые навыки handoff: спецификации, edge cases, взаимодействие с разработкой без потерь в реализации Коммуникация: Умение аргументировать дизайн-решения перед техническими и бизнес-стейкхолдерами Готовность идти в ""поле"": интервью с технологами и поварами, наблюдение за работой в цеху Будет плюсом: Предметная область Промышленный UX: интерфейсы для рабочих мест в цехах (touch, специфика освещения, работа в перчатках, стресс-условия) Пищевая промышленность или FMCG: понимание технологических карт, рецептур, контроля качества Технические навыки: Понимание React-компонентной модели — помогает проектировать реализуемые интерфейсы без неприятных сюрпризов для разработки Опыт проектирования граф-интерфейсов (деревья, узлы, связи) — React Flow, Miro-подобные редакторы Опыт проектирования real-time дашбордов (WebSocket, обновление статусов в реальном времени) AI-инструменты и vibe coding Опыт работы с AI-инструментами в дизайне: генерация вариантов, автоматизация рутины, ускорение прототипирования (Cursor, Copilot, v0, Galileo AI и аналоги) Практика vibe coding — способность быстро набросать рабочий прототип интерфейса с помощью ИИ, оценить результат и итерировать. Умение «разговаривать» с кодом, не будучи разработчиком Использование LLM для ускорения UX-исследований: обработка интервью, генерация user stories, синтез паттернов Вызовы роли Дизайн с чистого листа: Принципиально разные пользователи в одном продукте. Сложная предметная область. BOM-деревья, нормативы расхода, workflow согласования, межцеховые зависимости — требуется глубокое погружение в логику производства вместе с бизнес-аналитиками. Параллельные треки. Несколько мест разрабатываются одновременно в разных фазах — нужно держать единую дизайн-систему и не допускать расхождения паттернов между АРМами. Мы предлагаем: Официальное оформление по ТК РК Удалённый/гибридный/офисный формат работы (Офис в Алматы) Реальный вызов: возможность спроектировать производственную платформу с нуля — от АРМ Повара до PDM Технолога Сильная команда: Открыты к выбору лучших решений Техника: Apple MacBook Pro Корпоративное обучение: компенсация обучения, конференций и мастер-классов",,,3–6 лет,,https://almaty.hh.kz/vacancy/132579596
Дизайнер-визуализатор в студию дизайна,от 250 000 до 450 000 ₸ за месяц,Алматы,ТОО ART BY PINTRILLION,,"• Высшее профильное образование (желательно) • Опыт в визуализации интерьера не менее 3х лет • Обязательно навыки работы с программами на профессиональном уровне (3D max, Corona render) • Знание Revit приветствуется • Знание норм эргономики • Знание цветоколористики • Умение работать над несколькими проектами одновременно • Умение находить решение на поставленные задачи • Нацеленность на развитие своих проф. знаний и роста компании Условия работы: • График работы: 5/2 с 9 до 18ч • Возможность карьерного роста • Оборудованное рабочее место в комфортабельном и красивом офисе в центре города со сладостями, печеньками, чаем и кофе в офисе • Креативный и дружный коллектив • Выездные Team Building • Испытательный срок 2 мес • Официальное устройство по ТК РК Этапы прохождения на должность (ОБЯЗАТЕЛЬНО): Наличие портфолио Выполнить тестовое задание Пройти итоговое собеседование с генеральным директором в офисе  Просим указать ссылку на портфолио в сопроводительном письме.",,,1–3 года,,https://almaty.hh.kz/vacancy/132335086
Графический дизайнер (Oneki-кеңссе тауар),от 300 000 до 400 000 ₸ за месяц,Алматы,ИП МЕРУЕРТ,,"Oneki компаниясы 2018 жылдан бері кеңсе тауарларын қазақ тілінде өндіруші нарықтағы ТОП компания. Біз барлық кеңсе тауарларын тек қазақша дизайнда әрлеп, нарықта қазақ тілінің дамуына әсер етіп жатырмыз. Қазір дизайн бөліміне потенциалы мықты, тәжірибелі дизайнер іздеп жатырмыз. ШТАТТЫҚ режим Не істеу керек болады: — Дизайн идеяларын құру — Кеңсе тауарлары дизайнын қалыптастыру — Креативтерді әртүрлі форматтарға адаптациялау — Баннер, спецпроектер дизайн құру Бізге маңызды: — Figma, Illustrator, Photoshop, InDesign білу — ИИ құралдарымен жұмыс істей алу — Стиль сезімі және ұқыптылық — Дедлайнды сақтау Бізден: — дайын офис — тұрақты жалақы — ауыспалы график — мықты орта Формат: — 5/2 график — Ауыспалы график , қажет болса офлайн кездесулер",,,1–3 года,,https://almaty.hh.kz/vacancy/132656254
Художественный редактор (дизайнер),от 350 000 ₸ за месяц,Алматы,ТОО Атамура,,"Опыт работы в издательстве обязателен Умение рисовать от руки. Владение графическими и издательскими приложениями: Adobe Photoshop, Corel Draw. Понимание современных тенденций дизайна в оформлении детских книг, желание постоянно совершенствоваться в профессии. Желательно высшее полиграфическое, художественное образование Знание казахского языка","Разработка концепций учебных изданий с учетом современных тенденций дизайна оформления детских книг. Креативный дизайн (серии, обложки, издания) в соответствии с требованиями типографий.",,3–6 лет,,https://almaty.hh.kz/vacancy/132785665
Дизайнер интерьеров,от 90 000 ₽ за месяц,Геленджик,Студия Шупика Анатолия,,"Компания «Дом дизайна» Анатолия Шупика Мы команда, которая делает не просто красивые интерьеры, а продуманные пространства с характером. Работаем с частными и коммерческими проектами, ценим вкус, системность и умение доводить идею до сильной реализации. Сейчас ищем дизайнера интерьеров, который мыслит концепциями, чувствует детали и умеет превращать референсы в цельный продукт. Что предстоит делать: — Разрабатывать дизайн-концепции интерьеров (планировки, стилистика, материалы) — Создавать визуализации или работать в связке с визуализатором — Подготавливать рабочую документацию (чертежи, спецификации) — Подбирать материалы, мебель и декор Что важно: — Опыт работы дизайнером интерьеров от 1–2 лет — Уверенное владение профессиональными программами (3dMax / Corona / AutoCAD / Archicad / SketchUp) — Насмотренность и понимание современных трендов — Умение работать в сроках и держать структуру проекта Что предлагаем: — Интересные проекты с бюджетом и амбициями — Сильную команду и понятные процессы — Конкурентную оплату и гибкий график — Попроектная оплата с еженедельными авансами Портфолио высылать на почту, указанную в контактах.",,,3–6 лет,,https://almaty.hh.kz/vacancy/132634950
Графический дизайнер,,Алматы,ТОО BAZIS-А Corp.,,"Опыт работы дизайнером от 1–2 лет (опыт в девелопменте / недвижимости — преимущество) Уверенное владение Adobe Photoshop, Illustrator, CorelDRAW, будет плюсом: навыки работы с 3D-графикой (Cinema 4D / Blender); Опыт разработки brand identity; Понимание принципов композиции, типографики и визуальной иерархии; Знание требований к подготовке макетов для печати; Умение работать по ТЗ и в рамках бренд-гайдов; Внимательность к деталям, ответственность, умение работать с дедлайнами; Наличие портфолио — обязательно;","Разработка визуальных материалов для жилых комплексов и проектов компании; Создание дизайн-макетов для digital и offline-носителей (наружная реклама, баннеры, полиграфическая продукция, презентации, соцсети, сайты); Разработка и доработка логотипов и элементов бренд-айдентики, создание буклетов, каталогов и презентационных материалов по проектам; Адаптация логотипов и визуальных материалов под различные форматы и носители; Поддержка и соблюдение фирменного стиля и бренд-гайдов; Оформление офисов продаж и строительных площадок (баннеры, навигация, визуальные материалы); Работа с исходными данными по ЖК; Внесение правок и доработок по проектам; Взаимодействие с бренд-менеджером, маркетингом и внутренними подразделениями;",,1–3 года,,https://almaty.hh.kz/vacancy/130171365
Графический дизайнер/маркетолог,,Алматы,"ГОЛД ПРОДУКТ, АО",,"Акционерное общество «ГОЛД ПРОДУКТ» - является одной из крупнейших компаний в Казахстане по производству алкогольной продукции. На сегодняшний день производимый ассортимент включает в себя более 50 SKU продукции: вино, шампанское, сидр, коньяк, водка, портвейн, бренди, слабоалкогольные коктейли. Хотите видеть свои дизайны на полках магазинов по всему Казахстану и влиять на развитие реальных брендов? Мы ищем графического дизайнера/маркетолога, который будет создавать визуал для алкогольной продукции — от идеи до выхода в рынок. Чем Вы будете заниматься Разработка и реализация визуальных концепций бренд-кампаний; Участие в формировании и развитии бренд-позиционирования компании; Адаптация бренд-коммуникаций под разные каналы Анализ визуальных решений конкурентов и рыночных трендов; Формирование и развитие визуальной идентичности бренда; Создание и обновление брендированных, архивных, рекламных материалов: презентации, лендинги, POS-материалы, баннеры, email-шаблоны; Дизайн рекламных креативов с учетом маркетинговых целей (узнаваемость, доверие, имидж); Разработка и создание дизайна этикеток, рекламных и производственных материалов; Контроль качества дизайна и соответствия бренд-стандартам на всех носителях. Работа с текстовым рекламным материалом; Обновление дизайна существующих SKU; Взаимодействие производственными подразделениями и с отделом продаж; Работать с типографиями: допечатка, приладка, цвет, контроль качества; Разработка презентаций, фотосъемка, обработка фотоматериалов; Кого мы ищем Графического дизайнера/маркетолога- с опытом от 3 лет (в сфере FMCG / алкоголь — желательно); С профильным высшим образованием; Сильного в Photoshop, Illustrator, InDesign Figma / motion / видео; Понимающего, как дизайн влияет на продажи и восприятие бренда; Умеющего работать в режиме многозадачности и соблюдать сроки; С портфолио с указанием работ по разработке алкогольных, пищевых упаковок и этикеток. Что мы предлагаем Официальное оформление по ТК РК; Заработная плата (обсуждается по итогам интервью); График 5/2 с 08:30 до 17:30; Интересные творческие задачи и возможность реально влиять на визуал брендов.",,,3–6 лет,,https://almaty.hh.kz/vacancy/131873885
Графический дизайнер,,Илийский район,ТОО LUKOIL Lubricants Central Asia (ТОО ЛУКОЙЛ Лубрикантс Центральная Азия),,"Продвинутый пользователь графических программ, в частности Adobe Illustrator; Высшее образование в соответствующей сфере; Способность работать в режиме многозадачности; Компетентность, стрессоустойчивость, внимательность к деталям, усидчивость.","Адаптация этикеток всего ассортимента выпускаемой продукции в соответствии с требованиями отдела качества, отдела развития продуктовой линейки, лаборатории и отдела маркетинга; Восстановление и адаптация поврежденных макетов в необходимый формат в программе Adobe Illustrator; Разработка и корректировка дизайна этикеток в графических программах; Подготовка макетов к печати; Работа с контентом этикетки; Проверка корректности текстов совместно с технологами, лабораторией и отделом маркетинга; Учет нормативных требований (маркировка, язык, безопасность); Соблюдение брендбука компании; Адаптация этикеток под различные рынки (экспортные версии); Проверка читаемости и визуального восприятия; Хранение исходных файлов и версий макетов; Ведение архива этикеток; Подготовка файлов для повторных тиражей; Работа с этикетками продукции компании ЛЛЦА в программе Adobe Illustrator.",,1–3 года,,https://almaty.hh.kz/vacancy/132164632
Дизайнер наружной рекламы,от 200 000 до 450 000 ₸ за месяц,Атырау,ИП Даулетов Н.А. АкЖелкен,,"Владение программой CorelDraw, Photoshop, 3ds Max. Понимание пре-пресс и всех последующих процессов. Умение работать в команде в режиме многозадачности, строгое соблюдением дедлайнов. Умение работать с большим объёмом информацией, с брифом. Художественный вкус, чувство стиля, современный подход к дизайну. Обязательно портфолио Опыт работы 1 до 6 лет",,,3–6 лет,,https://almaty.hh.kz/vacancy/132558876
Дизайнер мебели,от 500 000 до 1 000 000 ₸ за месяц,Астана,ИП Кумисбаев Ж.С.,,"Пунктуальность. Стрессоустойчивость. Преимуществом является различный опыт в мебельной сфере. Чувство стиля, умение находить нестандартные решения. Грамотная четкая речь, владение русским и казахским языком. Уверенный пользователь ПК. Желание работать и развиваться вместе с компанией.","Прием и обработка входящих заявок. Моделирование мебели с учетом пожелание клиента в программе(pro100,sketch up,базис). Выявление потребностей у покупателя. Консультирование Оформление заказов Договор онлайн.",,3–6 лет,,https://almaty.hh.kz/vacancy/132669243
Графический дизайнер,от 250 000 до 400 000 ₸ за месяц,Алматы,ИП КИМ В.А.,,"Опыт работы графическим дизайнером; Владение графическими редакторами (Photoshop, Illustrator, Figma и др.); Чувство стиля, насмотренность; Умение работать в срок; Креативное мышление и внимание к деталям. Будет плюсом: Опыт работы с соцсетями и понимание трендов; Навыки анимации / motion-дизайна","Создание пост-материалов для социальных сетей; Разработка визуала для Instagram (посты, сторис); Подготовка баннеров, креативов и рекламных макетов; Работа с фирменным стилем и его развитие; Адаптация дизайна под разные форматы.",,1–3 года,,https://almaty.hh.kz/vacancy/132188004
Офис-менеджер,от 250 000 до 350 000 ₸ за месяц,Алматы,ТОО Uni Design (Юни Дизайн),,,"Обеспечивать документооборот компании: входящая и исходящая корреспонденция, регистрация, учет, хранение, архивирование документов; Делопроизводство; Встреча и отправка курьеров доставки, передача корреспонденции / посылок сотрудникам компании; Организует обеспечение офиса канцтоварами, расходными материалами и иными товарно-материальными ценностями, необходимыми для работы офиса. Организует их приемку, учет, хранение и выдачу; Осуществляет контроль за надлежащим состоянием офисного оборудования, коммуникаций; при выявлении неисправностей офисной оргтехники и иного оборудования вызывает специалистов для проведения ремонтных работ и иных видов технического обслуживания; Поддерживать чистоту и порядок на своем рабочем месте, в служебных и других помещениях, соблюдать установленный порядок хранения документов и материальных ценностей; Грамотная устная и письменная речь Организованность, пунктуальность, умение работать в режиме многозадачности Стрессоустойчивость и высокая степень ответственности",,не требуется,,https://almaty.hh.kz/vacancy/132418006
Дизайнер мебели,от 100 000 до 600 000 ₸ за месяц,Астана,ТОО ASTANA CITY ZHIHAS,,"Точные, понятные чертежи для передачи технологам. Corel Draw Скорость отрисовки. Кон-ция заказчиков. Умение считать листовой материал.",Разработка дизайн проектов. Просчет стоимости Холодные звонки. Продажи. Знания Битрикс 24.,,1–3 года,,https://almaty.hh.kz/vacancy/132631618
Reporting Designer in Consulting,,Астана,ТОО KPMG,,"We are currently seeking a Reporting Designer to join our team in Astana, who is passionate about creating high-quality corporate reports and bringing complex information to life through design. In this role, you will be responsible for developing visually compelling annual and integrated reports, ensuring consistency with corporate branding, and supporting internal teams with high-quality reporting materials. This position will strengthen our in-house capabilities, improve efficiency, and reduce reliance on external vendors. If you’re ready to take ownership of end-to-end report design and work on impactful corporate publications, take a closer look at this opportunity. As our Reporting Designer, you will: Design and develop annual and integrated reports from concept to final delivery Create visually compelling layouts aligned with corporate branding guidelines Collaborate with internal stakeholders to structure and visualize content Prepare reports for both digital and print formats Ensure accuracy, consistency, and high-quality standards in all deliverables Manage multiple projects and meet tight deadlines Continuously improve design templates and reporting formats You’re a great fit if you: Have 3–5+ years of experience in annual/integrated report design or similar corporate publications Possess a strong portfolio featuring complex multi-page documents (100+ pages) (portfolio submission is mandatory) Demonstrate advanced proficiency in Adobe InDesign (mandatory) Have working knowledge of Adobe Illustrator and Adobe Photoshop Understand corporate branding and editorial layout systems Are familiar with print and digital production processes Can structure large volumes of information clearly and effectively Are confident working with Microsoft tools (PowerPoint, Word) Have strong attention to detail, organization, and the ability to meet tight deadlines It would be a plus if you: Are familiar with GRI or integrated reporting frameworks Have experience with Figma Possess data visualization and infographic design skills Have worked in consulting firms or large corporations Have basic motion/digital reporting skills (e.g., Adobe After Effects) Have experience working with bilingual content (Russian/English)",,,3–6 лет,,https://almaty.hh.kz/vacancy/131643886
Графический дизайнер,от 250 000 до 300 000 ₸ за месяц,Алматы,ТОО ТехСнабКазахстан,,"опыт работы не менее 3х лет вовлеченность в процесс, ответственность, внимательность желание вносить свой вклад в развитие и продвижение Компании.","Разработка упаковки и этикеток (торты, пирожные, сырники, пироги, гофрокороба, брендированные наклейки); Подготовка макетов к печати (листовки, мини-каталоги, презентационные материалы); Интерьерные решения для точек продаж (таблички, оформление кабинетов, витрин, торгового оборудования); Наружная реклама (навигационные элементы, вывески, самоклейки, брендинг автомобилей и холодильников); Брендинг одежды и мерча (футболки, худи, куртки, рюкзаки, чепчики, фартуки); Дизайн визиток, листовок, презентаций; Возможная поддержка диджитал-направления: баннеры, лендинги, соцсети, витрины Instagram; Взаимодействие с подрядчиками. Подбор материалов.",,1–3 года,,https://almaty.hh.kz/vacancy/132013767
Senior Product Designer (fintech),,Ташкент,AVO.UZ,,"Опыт работы в крупных проектах от 3х лет и сильные кейсы в портфолио — круто, если это будет крупное агентство или IT-компания. Общее представление о технической стороне мобильной разработки. Знание гайдлайнов популярных мобильных платформ (iOS, Android). Уверенное владение Figma. Опыт работы с дизайн-системами (ставим большой плюс за умение их проектировать). Ещё один большой плюс — за знание Principle или AE. Опыт в проектировании интерфейсов мобильных приложений. Знание тенденций на рынке мобильных сервисов. Понимание, как технически работают веб - и нативные приложения. Нужно говорить с разработчиками на одном языке. В процессе интервью возможно будет предложено выполнить тестовое задание.",Совместная работа в команде над дизайн системами мобильных и вэб приложений. Помогать продуктовой команде делать интерфейсы доступными для всех пользователей. Создание и доработка дизайна финансовых мобильных и вэб приложений для различных платформ. Проектирование интерфейсов. Следить за передовыми технологиями в индустрии и внедрять лучшие практики.,,3–6 лет,,https://almaty.hh.kz/vacancy/132671468
Автор студенческих работ (дизайн и архитектура),от 40 000 до 90 000 ₽ за месяц,,ООО Студсервис,,"- Знания в своей профессиональной области; - Высшее образование (рассматриваем в том числе студентов старших курсов); - Опыт написания студенческих работ (рассматриваем кандидатов, работавших «напрямую» со студентами); - Ответственность за сроки выполнения и качество работ;",- Выполнять студенческие работы в соответствии с требованиями клиента.; - Быть на связи по почте/телефону для решения срочных вопросов; - Сдавать работы в установленный клиентом срок;,,не требуется,,https://almaty.hh.kz/vacancy/132585544
Дизайнер - комплектатор,от 400 000 ₸ за месяц,Астана,ТОО Лига Полис,,"Ищем дизайнера-комплектатора, который может подбирать материалы, мебель, свет, декор и оборудование для банного комплекса. Нужен специалист, который умеет создавать стильный интерьер и одновременно находить реальные решения — где купить, сколько стоит и как изготовить на заказ. Важно уметь работать с бюджетом и находить красивые, но разумные решения. Обязанности Комплектация интерьеров * Подбор мебели, освещения и декора * Подбор материалов (дерево, камень, плитка, текстиль) * Подбор сантехники и оборудования Поиск решений * Поиск поставщиков и производителей * Сравнение цен * Подбор аналогов дешевле * Поиск нестандартных решений Визуальный стиль * Соблюдение единого стиля пространства * Создание подборок (moodboard) * Предложения по улучшению интерьера Организация * Составление ведомостей комплектации * Сметы закупок * Ссылки на товары * Контроль заказов (по договоренности) Требования Нам подойдет человек который: * имеет чувство стиля * умеет собирать красивые интерьеры * умеет искать реальные товары * понимает материалы * умеет работать с бюджетом Желательно: * опыт комплектации интерьеров * опыт работы дизайнером * знание мебели и материалов * понимание стройки Зарплата 400 000 тенге + бонусы",,,1–3 года,,https://almaty.hh.kz/vacancy/132271375
