job_id,job_title,skills,experience_level,education_level,label
8efad467,Full-Stack JS developer (Ментор),"javascript, react, sql, git, html, css",От 1 года до 3 лет,Студент,Full Stack Developer
53dfa932,"Fullstack-разработчик (PostgreSQL, Java , Vue.js)","java, javascript, typescript, vue, spring, postgresql, css, sass, ui/ux",От 3 до 6 лет,Среднее образование,Frontend Developer
47ee7832,Fullstack Javascript/Typescript Developer,"python, java, javascript, typescript, go, php, react, angular, vue, express, django, spring, postgresql, mysql, mongodb, redis, kafka, rabbitmq, docker, ci/cd, git, linux, ml",От 1 года до 3 лет,Среднее образование,Backend Developer
a9d6c768,Ведущий инженер (Python backend developer) сектор аутстаффинг,"python, javascript, php, vue, fastapi, django, sql, postgresql, mysql, kafka",От 1 года до 3 лет,Высшее образование,Backend Developer
57d75f25,Middle Fullstack / Backend Developer (AI-Native Architect),"python, javascript, postgresql, redis, docker, ci/cd",От 3 до 6 лет,Высшее образование,Backend Developer
ae1a34a3,"AI-first Full Stack Developer (Node.js, React, PostgreSQL)","javascript, typescript, react, postgresql, docker",Более 6 лет,Студент,Full Stack Developer
fa6a2497,"Full-Stack developer | React, Next.js, Node.js, Python","python, javascript, react",От 3 до 6 лет,Среднее образование,Full Stack Developer
c4b80d04,Senior Fullstack-разработчик (Go + React Native),"java, go, golang, react, sql, postgresql, redis, kafka, rabbitmq, docker, ci/cd, tailwind, jest",От 3 до 6 лет,Высшее образование,Frontend Developer
af9a4542,Middle Frontend Developer (React native),"javascript, typescript, react, express, postgresql, mongodb, redis, docker, git, data science",От 1 года до 3 лет,Среднее образование,Frontend Developer
56a9fe7b,React Native Senior Developer,"java, react, ci/cd, html, css, jest",От 3 до 6 лет,Среднее образование,Frontend Developer
9df681e4,Senior / Lead Full-Stack Developer (Python/Django/FastAPI + Vue/PrimeVue),"python, javascript, react, vue, fastapi, django, postgresql, docker, ci/cd, linux",Более 6 лет,Высшее образование,Full Stack Developer
0c8f994f,Tech Lead / System Architect (Golang| Distributed Systems & IoT),"go, golang, postgresql, ci/cd, linux",От 3 до 6 лет,Высшее образование,Backend Developer
35797878,React/NodeJS разработчик - Программист Junior/Middle,"javascript, react, sql, git",От 3 до 6 лет,Высшее образование,Frontend Developer
b0740bcb,Ведущий Full Stack Разработчик,"javascript, typescript, react, sql, kubernetes, git, linux",От 1 года до 3 лет,Высшее образование,Full Stack Developer
58569a7d,Full stack разработчик,"javascript, typescript, php, react, vue, git, css",От 3 до 6 лет,Высшее образование,Full Stack Developer
48a5e66c,Full-Stack WEB-разработчик,"javascript, php, react, sql, git, html, css, figma",Без опыта,Высшее образование,Full Stack Developer
adc02bfc,Data Scientist,"python, sql, docker, machine learning, data science, pandas, numpy, scikit-learn, pytorch, tensorflow",От 3 до 6 лет,Высшее образование,Data Scientist
d4238fba,Data Scientist,"python, ml, data science, pandas, numpy, scikit-learn, pytorch, tensorflow",От 3 до 6 лет,Студент,Data Scientist
a8f960e7,Middle Data Scientist,"python, sql, machine learning, ml",От 3 до 6 лет,Высшее образование,Data Scientist
ce009188,Middle Data Scientist (Отдел развития и внедрения AI),"python, sql, postgresql, git, ml, data science, pandas, numpy, scikit-learn",От 1 года до 3 лет,Высшее образование,Data Scientist
e811caf8,Data Scientist,"python, java, golang, sql, postgresql, linux, ml, data science, pandas, numpy, scikit-learn, pytorch",Более 6 лет,Высшее образование,Data Scientist
d85cb512,Senior Data Scientist,"python, sql, ci/cd",От 3 до 6 лет,Высшее образование,Data Scientist
81a1622a,"Senior Data Scientist, Отдел развития и внедрения AI","python, sql, postgresql, git, machine learning, ml, data science, pandas, numpy, scikit-learn",От 3 до 6 лет,Студент,Data Scientist
72221c5e,Lead Data Scientist,"python, sql, ml, data science, pandas, numpy, scikit-learn",От 3 до 6 лет,Высшее образование,Data Scientist
752aaaba,ML-инженер/Data Scientist,"python, sql, machine learning, ml, pandas, numpy, scikit-learn",От 3 до 6 лет,Высшее образование,Data Scientist
783eb93f,Data Analyst,"python, sql, ci/cd, git, ml",От 1 года до 3 лет,Высшее образование,Data Analyst
cea2fe35,Middle/Senior Data analyst в Kaspi shop,"python, sql, ml",От 1 года до 3 лет,Высшее образование,Data Analyst
824fb085,Junior Data Analyst,sql,От 1 года до 3 лет,Студент,Data Analyst
9b04ceb5,Senior Data Analyst,"python, sql, ci/cd",От 1 года до 3 лет,Высшее образование,Data Analyst
c9fa4558,Manager / Data Engineer / Analyst,sql,От 1 года до 3 лет,Высшее образование,Data Engineer
4bf0c4a5,Аналитик данных / Marketing Data Analyst — международная онлайн-школа K-12,"python, sql",От 1 года до 3 лет,Высшее образование,Data Analyst
fa76c733,Senior Data Analyst (Data Governance),"sql, postgresql",От 3 до 6 лет,Высшее образование,Data Analyst
ad9066be,Data Analyst,"python, sql, machine learning",От 1 года до 3 лет,Высшее образование,Data Analyst
b02976db,Junior Data Analyst,"python, sql, pandas, numpy",Без опыта,Студент,Data Analyst
7f6674af,Аналитик данных (Product / Data Analyst) ОФ IQanat,"python, sql, git, pandas, numpy, html, css",От 3 до 6 лет,Среднее образование,QA Engineer
30244b1a,"Data Analyst (Junior/middle), Департамент по взысканию проблемных кредитов",sql,От 1 года до 3 лет,Высшее образование,Data Analyst
424d390d,"Tech Lead / Full Stack Lead (MedusaJS, Node.js, React)","javascript, react, express, postgresql, redis, kafka, rabbitmq, ci/cd",От 3 до 6 лет,Высшее образование,Full Stack Developer
51481eed,Commercial Data Analyst,sql,От 3 до 6 лет,Студент,Data Analyst
d2be0105,Аналитик данных / Data Analyst,"python, sql, docker, git, ml, pandas, numpy",От 1 года до 3 лет,Высшее образование,Data Analyst
e32d91fb,Middle Data analyst (Лаборатория продуктов),"python, sql",От 1 года до 3 лет,Студент,Data Analyst
4381e914,Marketing Data Analyst/Маркетинговый аналитик,"python, sql",От 1 года до 3 лет,Среднее образование,Data Analyst
189f362b,Data analyst (Senior),sql,От 1 года до 3 лет,Студент,Data Analyst
5e2cf185,Data analyst,sql,От 3 до 6 лет,Высшее образование,Data Analyst
9af291e5,Senior Data Analyst,sql,От 3 до 6 лет,Высшее образование,Data Analyst
735cb361,Data Analyst / Product Owner,"python, sql",Более 6 лет,Высшее образование,Data Analyst
4edf54cc,Data Analyst (Junior) в Департамент кредитных рисков,"python, sql, pandas",От 1 года до 3 лет,Студент,Data Analyst
f570b2b4,Data Analyst (Аналитик данных),"python, sql, ml",От 1 года до 3 лет,Студент,Data Analyst
cb2a3bd3,DevOps-инженер,"python, docker, kubernetes, ci/cd, git, linux, bash, ansible, terraform",От 1 года до 3 лет,Высшее образование,DevOps Engineer
dbe6b437,DevOps Engineer,"python, golang, kubernetes, linux, bash, ansible, terraform",От 3 до 6 лет,Среднее образование,DevOps Engineer
14440568,DevOps-инженер,"python, docker, kubernetes, ci/cd, git, linux, bash, ansible, terraform",От 1 года до 3 лет,Высшее образование,DevOps Engineer
7d557e8c,DevOps Engineer (FinTech),"python, docker, kubernetes, ci/cd, ansible, terraform, ml",От 1 года до 3 лет,Высшее образование,DevOps Engineer
2a066fd4,Senior DevOps Engineer,"python, go, docker, kubernetes, ci/cd, git, linux, bash, ansible, terraform",Без опыта,Высшее образование,DevOps Engineer
5c655944,DevOps-инженер,"postgresql, docker, kubernetes, linux, bash",От 1 года до 3 лет,Высшее образование,DevOps Engineer
d940818e,DevOps-инженер,"sql, mysql, k8s, ci/cd, linux",От 1 года до 3 лет,Высшее образование,DevOps Engineer
76d7611a,Стажер Support Engineer/ DevOps (IoT/Linux),"docker, linux, bash",От 1 года до 3 лет,Высшее образование,DevOps Engineer
f93e6a89,Тимлид разработки (PHP/Laravel),"php, postgresql, redis, kafka, rabbitmq, docker, ci/cd",Более 6 лет,Студент,Backend Developer
ce1d65cd,AQA Python engineer,"python, postgresql, mongodb, kafka, ci/cd, git",От 3 до 6 лет,Студент,QA Engineer
78392f6d,Инженер информационной безопасности (SecOps),"python, linux, bash",От 3 до 6 лет,Высшее образование,Cybersecurity Analyst
a9eb93a9,DevOps-инженер,"python, mysql, docker, ci/cd, linux, bash, ansible, terraform",От 1 года до 3 лет,Высшее образование,DevOps Engineer
ef7cec9a,DevOps Trainee,"ci/cd, linux",Без опыта,Высшее образование,DevOps Engineer
d5fdf3b2,DevOps Engineer,"docker, ci/cd, linux",От 1 года до 3 лет,Высшее образование,DevOps Engineer
3c416848,DevOps-инженер,"python, go, postgresql, docker, kubernetes, ci/cd, linux, bash, ansible, terraform",От 3 до 6 лет,Студент,DevOps Engineer
4e956c6a,Senior DevOps Engineer,"python, postgresql, mysql, redis, docker, kubernetes, ci/cd, linux, bash, ansible, terraform",От 3 до 6 лет,Студент,DevOps Engineer
ebf0a815,Старший DevOps инженер,"docker, kubernetes, ci/cd, linux",От 3 до 6 лет,Студент,DevOps Engineer
ebffa850,Middle DevOps Engineer,"docker, ci/cd, git, linux, ansible, terraform",От 3 до 6 лет,Высшее образование,DevOps Engineer
5fdab7a6,Software Engineer in DevOps \ Инженер-программист в области DevOps,"python, go, docker, kubernetes, git, linux, ansible, terraform",От 3 до 6 лет,Среднее образование,DevOps Engineer
88a8db85,Team Lead DevOps engineer,"redis, ci/cd, linux, bash, ansible",От 3 до 6 лет,Среднее образование,DevOps Engineer
bbf90071,Senior Lead DevOps engineer,"python, postgresql, elasticsearch, kubernetes, k8s, linux, ansible",Более 6 лет,Студент,DevOps Engineer
edbaf26d,Старший администратор (Devops/Linux),"python, java, sql, postgresql, mysql, docker, kubernetes, ci/cd, linux, bash, ansible",От 3 до 6 лет,Высшее образование,DevOps Engineer
0fee6097,DevOps-инженер,"postgresql, mysql, mongodb, redis, kafka, rabbitmq, kubernetes, ci/cd, git, linux",От 3 до 6 лет,Среднее образование,DevOps Engineer
90ba4c65,Senior DevOps инженер,"kubernetes, ci/cd, terraform",От 3 до 6 лет,Высшее образование,DevOps Engineer
31d9e50a,Middle C# Developer,"javascript, ci/cd, git, html, css",От 1 года до 3 лет,Среднее образование,Backend Developer
11b64080,Эксперт Департамента инфраструктуры и техподдержки Направление администрирования баз данных,"postgresql, linux",От 3 до 6 лет,Высшее образование,DevOps Engineer
d1a936ac,Backend-разработчик,"python, java, javascript, php, sql",От 1 года до 3 лет,Среднее образование,Backend Developer
a54f9ef0,Golang-Developer (Senior),"python, go, golang, mysql, kafka, rabbitmq, docker, kubernetes, ci/cd",Более 6 лет,Высшее образование,Backend Developer
fa279099,"Администратор 1С ( серверы, базы данных)","postgresql, docker, git, linux, bash",От 3 до 6 лет,Среднее образование,Backend Developer
eafa06b7,Full-Stack Инженер,"javascript, typescript, react, express, sql, postgresql, mysql, docker, ci/cd, git",От 3 до 6 лет,Высшее образование,Full Stack Developer
ff24a50b,Инженер Информационной безопасности (AppSec),"python, java, javascript, typescript, docker, kubernetes, ci/cd, git",От 3 до 6 лет,Высшее образование,Cybersecurity Analyst
55990ba9,Тестировщик (манульное),"sql, postgresql, ci/cd, ui/ux, cypress",От 1 года до 3 лет,Среднее образование,QA Engineer
f54ca67a,Senior AI Architect / Архитектор ИИ-ассистентов и инфраструктуры,"python, fastapi, elasticsearch, docker, kubernetes, ci/cd, ml",Более 6 лет,Высшее образование,DevOps Engineer
66078d90,DevOps Engineer,"python, postgresql, mysql, redis, docker, kubernetes, ci/cd, linux, bash, ansible, terraform",От 3 до 6 лет,Высшее образование,DevOps Engineer
d01e5485,DevOps-инженер,"javascript, php, docker, kubernetes, ci/cd, git, linux",От 1 года до 3 лет,Студент,DevOps Engineer
a344ba16,Support / DevOps Engineer,"python, javascript, typescript, react, express, sql, postgresql, docker, git, linux, bash",От 1 года до 3 лет,Студент,DevOps Engineer
d464403d,Senior DevOps-инженер,ci/cd,От 3 до 6 лет,Высшее образование,DevOps Engineer
2ca54809,AI-first DevOps (+Python),"python, docker, kubernetes, ci/cd, bash, ansible, terraform, ml",От 3 до 6 лет,Среднее образование,DevOps Engineer
11a191b5,DevOps-инженер в команду базовой инфраструктуры,"python, go, postgresql, redis, kafka, rabbitmq, docker, kubernetes, k8s, ci/cd, git, bash, ansible, terraform",От 3 до 6 лет,Высшее образование,DevOps Engineer
77dd6380,Старший DevOps-инженер сектора аутстаффинга Департамента информационных технологий,"python, go, postgresql, mysql, redis, elasticsearch, docker, kubernetes, ci/cd, git, linux, bash, ansible, terraform",Более 6 лет,Высшее образование,DevOps Engineer
6173b17c,Team Lead DevOps / Infrastructure Engineer,"postgresql, rabbitmq, docker, kubernetes, ci/cd, linux",От 3 до 6 лет,Высшее образование,DevOps Engineer
c7d5c26f,QA-инженер,"sql, ci/cd, cypress",От 3 до 6 лет,Среднее образование,QA Engineer
ed1c08d2,Senior Full-stack Developer,"javascript, typescript, go, react, sql, kafka, docker, kubernetes, ci/cd",От 1 года до 3 лет,Студент,Full Stack Developer
5f7e50d4,Системный администратор,"php, sql, postgresql, docker, linux, bash",От 1 года до 3 лет,Среднее образование,DevOps Engineer
8040e028,Системный администратор,linux,От 3 до 6 лет,Высшее образование,DevOps Engineer
f68c69ae,"Администратор 1С ( серверы, базы данных)","postgresql, docker, git, linux, bash",От 3 до 6 лет,Среднее образование,Backend Developer
48cd6f20,Senior Backend Разработчик (Go + PHP),"go, php, sql, postgresql, redis, kafka, rabbitmq",От 3 до 6 лет,Высшее образование,Backend Developer
ead9aa1e,Senior специалист по информационной безопасности (IT Security),"postgresql, redis, docker, kubernetes, ci/cd, linux",От 1 года до 3 лет,Высшее образование,Cybersecurity Analyst
d80dc8b5,Старший архитектор решений по информационной безопасности,"python, java, spring, kafka, rabbitmq, docker, kubernetes, ci/cd",От 3 до 6 лет,Высшее образование,Cybersecurity Analyst
213dda75,DevOps Engineer,"postgresql, mongodb, kafka, docker, kubernetes, linux, ansible, terraform",От 1 года до 3 лет,Высшее образование,DevOps Engineer
fca3f577,DevOps-разработчик,"python, docker, kubernetes, ci/cd, linux, bash, ansible, terraform",От 1 года до 3 лет,Высшее образование,DevOps Engineer
8f3ae606,DevOps Engineer,"python, php, mysql, docker, ci/cd, linux, bash, ansible",От 3 до 6 лет,Студент,DevOps Engineer
86a48051,Senior DevOps engineer,"kubernetes, ci/cd, linux",От 3 до 6 лет,Среднее образование,DevOps Engineer
7f35febc,DevOps инженер (Middle / Senior),"sql, postgresql, redis, rabbitmq, docker, kubernetes, ci/cd, linux, ansible",От 3 до 6 лет,Студент,DevOps Engineer
8aca6cb7,Ведущий инженер (DevOps Engineer) сектор аутстаффинг,"python, docker, kubernetes, ci/cd, linux, bash, ansible, terraform",От 3 до 6 лет,Высшее образование,DevOps Engineer
b146523e,DevOps разработчик,"django, postgresql, redis, docker, git",От 1 года до 3 лет,Студент,DevOps Engineer
dcf7f910,DevOps / SysAdmin,"postgresql, docker, kubernetes, k8s, ci/cd, linux, bash, ansible, terraform",От 1 года до 3 лет,Студент,DevOps Engineer
210aa30e,Senior DevOps инженер / Направление моделирования и внутренней валидации,"postgresql, docker, kubernetes, k8s, ci/cd, ml, data science",От 1 года до 3 лет,Студент,DevOps Engineer
6fc83763,DevOps-инженер в Направление развития платформы и каналов коммуникаций,"python, go, kafka, rabbitmq, ci/cd, linux, bash",От 1 года до 3 лет,Высшее образование,DevOps Engineer
277bdc8d,Senior Python Backend Engineer,"python, fastapi, django, postgresql, redis, rabbitmq, docker, ci/cd, linux",От 3 до 6 лет,Студент,Backend Developer
3d72701e,Senior Java Backend Developer,"java, go, spring, postgresql, mongodb, redis, elasticsearch, kafka, docker, kubernetes, ci/cd, git",От 3 до 6 лет,Высшее образование,Backend Developer
ec0f5a20,Backend-разработчик,"php, sql, redis, docker, ci/cd, git",От 1 года до 3 лет,Студент,Backend Developer
2a84a099,.NET Developer (C#),".net, sql, postgresql, redis, kafka, rabbitmq, kubernetes, ci/cd",От 3 до 6 лет,Высшее образование,Backend Developer
036f3d01,1. QA Automation Engineer (Banking / Mobile / API),"python, java, sql, ci/cd, git",От 3 до 6 лет,Студент,QA Engineer
112daf64,Middle Golang разработчик,"go, golang, sql, postgresql, docker, kubernetes, ci/cd, git, linux",От 1 года до 3 лет,Среднее образование,Backend Developer
8a987657,Backend Tech Lead,"python, php, mysql, docker, ci/cd, git, bash",От 3 до 6 лет,Высшее образование,Backend Developer
2dbc53d2,DevOps Engineer,"python, sql, docker, kubernetes, ci/cd, bash, ansible, terraform",От 1 года до 3 лет,Высшее образование,DevOps Engineer
14276624,Java Backend Developer (middle+/senior),"java, spring, docker, k8s, ci/cd",От 3 до 6 лет,Высшее образование,Backend Developer
17372cae,C#/.NET Software Developer,"golang, sql, postgresql, docker, ci/cd",От 1 года до 3 лет,Среднее образование,Backend Developer
106e8a48,Backend разработчик (.NET) (Астана),"javascript, typescript, .net, postgresql, mongodb, redis, elasticsearch, kafka, docker, kubernetes, ci/cd, git, html, css",От 1 года до 3 лет,Высшее образование,Backend Developer
c7d71cf4,Middle React Native Developer,"javascript, typescript, react, ci/cd",От 3 до 6 лет,Высшее образование,Frontend Developer
ce7e8f30,Application Security Lead,ci/cd,Более 6 лет,Высшее образование,Cybersecurity Analyst
a603074d,DevOps,"docker, kubernetes, ci/cd",От 3 до 6 лет,Студент,DevOps Engineer
82c93b8e,DevOps - инженер,"python, java, go, postgresql, docker, kubernetes, ci/cd, linux, bash",От 3 до 6 лет,Высшее образование,DevOps Engineer
902d0301,DevOps инженер (Команда анализа данных),"python, sql, kubernetes, ci/cd, bash",От 3 до 6 лет,Среднее образование,DevOps Engineer
eba50abf,"Backend Developer (Python, Django)","python, fastapi, django, sql, postgresql, mongodb, redis, rabbitmq, docker, kubernetes, ci/cd",От 3 до 6 лет,Среднее образование,Backend Developer
5d71e84e,Middle DWH/SQL разработчик,"python, sql, postgresql, ci/cd, git",От 1 года до 3 лет,Высшее образование,Data Engineer
342305c9,"Senior Backend Developer (Java/Kotlin, Spring, Microservices)","java, spring, sql, postgresql, redis, kafka, docker, kubernetes, ci/cd",Более 6 лет,Студент,Mobile Developer
26b705fa,Senior AQA,"python, typescript, sql, docker, ci/cd",От 3 до 6 лет,Высшее образование,QA Engineer
dcffe1fd,Senior/Middle DevOps инженер,"python, kafka, docker, kubernetes, ci/cd, linux, bash, ansible, terraform, ml",От 3 до 6 лет,Высшее образование,DevOps Engineer
c2f68d2b,DevOPS администратор,"python, go, kubernetes, k8s, ci/cd, linux, bash, ansible",От 3 до 6 лет,Высшее образование,DevOps Engineer
e3a57bf4,DevOps-инженер,"python, postgresql, mongodb, redis, docker, kubernetes, ci/cd, git, linux, bash, ansible, terraform",От 3 до 6 лет,Высшее образование,DevOps Engineer
e0055a4e,Инженер по автоматизации (DevOps),"sql, postgresql, mongodb, redis, kubernetes, ci/cd, git, linux, bash, ansible",От 3 до 6 лет,Высшее образование,DevOps Engineer
71440f1b,DevOps-инженер,"docker, kubernetes, ci/cd, git, linux",Более 6 лет,Среднее образование,DevOps Engineer
7859f428,Middle DevOps Engineer,terraform,От 1 года до 3 лет,Студент,DevOps Engineer
3d0ac445,Frontend-разработчик,"javascript, typescript, react, cypress, jest",От 3 до 6 лет,Высшее образование,Frontend Developer
0ff9fdb3,Frontend-разработчик,"javascript, html, css, figma",От 1 года до 3 лет,Высшее образование,Frontend Developer
f997064a,Full-Stack Developer (Python / TypeScript),"python, typescript, react, fastapi, sql, postgresql, redis, kafka, docker, kubernetes, ci/cd, ml, tailwind",От 3 до 6 лет,Высшее образование,Full Stack Developer
43cb7a80,"Frontend middle программист/разработчик (Vue2,3)","javascript, vue, html, css",От 1 года до 3 лет,Высшее образование,Frontend Developer
5324370e,Back-end разработчик,"python, javascript, php, express, django, postgresql, mysql, mongodb, redis, rabbitmq, docker, ci/cd, git, linux, html, css",От 1 года до 3 лет,Высшее образование,Backend Developer
5cc70ba8,Senior Android-разработчик,"java, ci/cd, git",От 3 до 6 лет,Высшее образование,Mobile Developer
e283290f,Fullstack PHP-разработчик,"javascript, php, vue, nuxt, sql, mysql, redis, elasticsearch, git",От 1 года до 3 лет,Студент,Backend Developer
8e8a9194,Senior Java-разработчик,"java, spring, postgresql, mongodb, redis, kafka, docker, kubernetes, ci/cd, git",От 3 до 6 лет,Высшее образование,Backend Developer
350a60b8,"Frontend разработчик (Nuxt / Vue, TailwindCSS)","vue, nuxt, docker, figma",От 3 до 6 лет,Высшее образование,Frontend Developer
0d390b7e,Senior React-разработчик,"javascript, typescript, react, css",От 3 до 6 лет,Высшее образование,Frontend Developer
31e23b43,Application Security Engineer,"java, javascript, ci/cd",От 3 до 6 лет,Среднее образование,Cybersecurity Analyst
1be9a615,PHP Developer,"javascript, php, react, vue, postgresql, mysql, mongodb, elasticsearch, rabbitmq, docker, git",От 1 года до 3 лет,Среднее образование,Backend Developer
884a0016,Frontend Developer,"javascript, typescript, vue, git",От 1 года до 3 лет,Высшее образование,Frontend Developer
1b305e01,Frontend-разработчик (middle),"javascript, typescript, vue, css, sass",От 3 до 6 лет,Высшее образование,Frontend Developer
9026bd55,Middle Frontend разработчик (React),"typescript, react",От 1 года до 3 лет,Высшее образование,Frontend Developer
e6992e6d,Junior Frontend Developer Angular,"angular, jest",От 1 года до 3 лет,Высшее образование,Frontend Developer
7801a251,Frontend-разработчик Angular,"javascript, angular",От 3 до 6 лет,Высшее образование,Frontend Developer
b66c2943,Junior+ Frontend Developer (Angular),"javascript, typescript, angular, git, html, sass",От 1 года до 3 лет,Высшее образование,Frontend Developer
9d0c12ed,Frontend-разработчик (Senior) Freedom AI Labs,"javascript, typescript, react, docker, kubernetes, ci/cd, css, tailwind",От 3 до 6 лет,Студент,Frontend Developer
52deed2c,Backend-разработчик,"javascript, typescript, postgresql, redis, rabbitmq, git",От 1 года до 3 лет,Высшее образование,Backend Developer
4d3948c9,Backend-разработчик,"python, java, javascript, php, sql",От 1 года до 3 лет,Студент,Backend Developer
3be2ccca,Senior React Developer,"javascript, typescript, react, jest",От 3 до 6 лет,Среднее образование,Frontend Developer
4ab9d52d,Senior Python Developer,"python, react, fastapi, django, sql, postgresql, mongodb, redis, docker, ci/cd, linux",От 3 до 6 лет,Высшее образование,Backend Developer
57242da4,Ruby on Rails Middle Developer,"javascript, typescript, ruby, react, angular, sql, docker, html",От 1 года до 3 лет,Высшее образование,Backend Developer
8c5996ec,Системный администратор (Техническая поддержка),"docker, kubernetes, k8s, ci/cd, git, linux, cypress",Более 6 лет,Среднее образование,DevOps Engineer
0910a945,Веб-разработчик PHP,"javascript, php, postgresql, mysql, redis, elasticsearch, docker, ci/cd, git, linux",От 1 года до 3 лет,Студент,Backend Developer
5cb7f03d,UI/UX Designer (Fintech / Crypto / Web + Mobile),"figma, ui/ux",Более 6 лет,Высшее образование,Mobile Developer
2c684514,Frontend-разработчик,"javascript, typescript, react, ci/cd, ui/ux",От 1 года до 3 лет,Высшее образование,Frontend Developer
d2773972,Frontend-разработчик (верстка),"javascript, php, git, figma",От 1 года до 3 лет,Среднее образование,Frontend Developer
7fc23d4d,Front-End Developer,"javascript, typescript, react, vue, ci/cd, git, html, css, ui/ux",От 1 года до 3 лет,Высшее образование,Frontend Developer
27bd55fa,Middle Frontend Developer (Laravel + Vue),"javascript, vue, git, linux, figma",От 3 до 6 лет,Студент,Frontend Developer
dedb0b29,Разработчик Front-End в Проектный офис,"typescript, vue, nuxt, docker, git, css, tailwind",От 1 года до 3 лет,Высшее образование,Frontend Developer
312f4bf8,PHP-разработчик,"javascript, php, react, vue, mysql, redis, git, bash, html, css",От 3 до 6 лет,Высшее образование,Backend Developer
f7d3cf7a,Senior Typescript/Node JS разработчик,"javascript, typescript, react, express, postgresql, docker, html, css, tailwind",Более 6 лет,Высшее образование,Backend Developer
8623e240,Middle/Senior Full-Stack Developer (C# / JS),"javascript, .net, vue",От 1 года до 3 лет,Высшее образование,Full Stack Developer
85257437,Python Developer (Middle+/Senior),"python, fastapi, django, postgresql, mysql, redis, rabbitmq, docker",От 3 до 6 лет,Высшее образование,Backend Developer
0ec8007e,Senior Fullstack Developer (Java / React),"java, javascript, react, spring, postgresql, redis, docker, ci/cd, figma",От 3 до 6 лет,Высшее образование,Frontend Developer
c90adbc3,"Full stack разработчик веб приложений, сайтов и мобильных приложений","javascript, html, css",От 3 до 6 лет,Студент,Full Stack Developer
18d5cb8d,"Tech Lead / Lead JavaScript AR Developer (A‑Frame / Three.js, React, Next.js, Node.js, Go)","javascript, go, react, docker, ci/cd, git, html, css",От 1 года до 3 лет,Среднее образование,Frontend Developer
56747c9f,QA engineer (Middle/Team Lead),"python, javascript, sql, docker, ci/cd, git",От 3 до 6 лет,Среднее образование,QA Engineer
c2d730dc,Frontend разработчик (Middle),"javascript, typescript, react, ci/cd, html, css",От 3 до 6 лет,Студент,Frontend Developer
16c06153,Fullstack Javascript/Typescript Developer,"python, java, javascript, typescript, go, php, react, angular, vue, express, django, spring, postgresql, mysql, mongodb, redis, kafka, rabbitmq, docker, ci/cd, git, linux, ml",От 1 года до 3 лет,Высшее образование,Backend Developer
8fa77ea5,"Fullstack-разработчик (PostgreSQL, Java , Vue.js)","java, javascript, typescript, vue, spring, postgresql, css, sass, ui/ux",От 3 до 6 лет,Высшее образование,Frontend Developer
7d90b622,Frontend-разработчик,"javascript, typescript, react, ci/cd, git, css, figma, jest",От 1 года до 3 лет,Высшее образование,Frontend Developer
4a1612c5,Senior Python developer,"python, javascript, golang, react, vue, fastapi, django, sql, docker, ci/cd, git, data science, pandas",Более 6 лет,Высшее образование,Backend Developer
8d4d653f,Full-Stack Engineer (JavaScript/PHP),"javascript, php, sql, ci/cd",От 3 до 6 лет,Среднее образование,Full Stack Developer
94987bea,"Full-Stack developer | React, Next.js, Node.js, Python","python, javascript, react",От 3 до 6 лет,Высшее образование,Full Stack Developer
c09a460c,Frontend-разработчик,"javascript, typescript, react, docker, ci/cd, git, tailwind",От 1 года до 3 лет,Студент,Frontend Developer
134995ab,React Front-end Developer,"javascript, typescript, react, docker, sass, jest",От 3 до 6 лет,Студент,Frontend Developer
0c627304,Senior AQA,"python, typescript, sql, docker, ci/cd",От 3 до 6 лет,Студент,QA Engineer
94acd9d4,QA manual/Ручной тестировщик Алматы (офис),"sql, mysql, linux",От 3 до 6 лет,Высшее образование,QA Engineer
5374d41d,Программист PHP,php,От 1 года до 3 лет,Высшее образование,Backend Developer
16ec3e61,Senior / Lead Full-Stack Developer (Python/Django/FastAPI + Vue/PrimeVue),"python, javascript, react, vue, fastapi, django, postgresql, docker, ci/cd, linux",Более 6 лет,Среднее образование,Full Stack Developer
5e39257a,Преподаватель Python и Roblox в онлайн-школу программирования,python,От 1 года до 3 лет,Высшее образование,Backend Developer
fa5eb2be,Java Developer,"java, spring, sql, mongodb, kafka, rabbitmq, docker, kubernetes, ci/cd",От 3 до 6 лет,Студент,Backend Developer
e9b7f055,Разработчик php,"php, sql, mysql, redis, rabbitmq, docker, git, linux, sass",Более 6 лет,Среднее образование,Backend Developer
614facd8,Ведущий Full Stack Разработчик,"javascript, typescript, react, sql, kubernetes, git, linux",Более 6 лет,Студент,Full Stack Developer
1d667312,Frontend разработчик,"javascript, typescript, react, docker, kubernetes, ci/cd, git, sass",От 3 до 6 лет,Высшее образование,Frontend Developer
bd0bf177,Backend-разработчик,"javascript, php, vue, nuxt, mysql, redis, docker, ci/cd, git",От 3 до 6 лет,Высшее образование,Backend Developer
359839b3,"Senior backend-разработчик (Python, PHP)","python, php, fastapi, sql, mysql",От 3 до 6 лет,Высшее образование,Backend Developer
62b3c4b9,Senior Kotlin/Java Developer (Backend),"java, spring, sql, postgresql, redis, kafka, docker, kubernetes, ci/cd",От 3 до 6 лет,Студент,Mobile Developer
777808ad,Senior Backend-разработчик в команду Бэкофис,"python, go, fastapi, postgresql, redis, kafka",Более 6 лет,Высшее образование,Backend Developer
